345812323496671,Vivia,96874165728,Roseau,3/9/2013,23/2/2009,934.34
345812323496672,Evaleen,70419025464,Chuí,6/11/2000,19/3/2005,764.45
345812323496673,Ariela,95349629381,Phnom Penh,14/11/2010,10/4/2006,274.3
345812323496674,Cissiee,25895215501,Campo Grande,6/12/2007,19/12/2001,394.65
345812323496675,Clary,79825313804,Wichita,7/6/2018,19/10/2001,127.56
345812323496676,Leeanne,54934546437,Barcelona,28/6/2019,31/10/2010,435.72
345812323496677,Nita,95557028833,Longyearbyen,18/5/2001,19/5/2007,574.01
345812323496678,Charissa,21546836653,Rio Branco,19/7/2006,22/5/2010,133.06
345812323496679,Jemie,66660010062,Roseau,4/10/2017,23/5/2010,176.1
345812323496680,Yvonne,21721801198,Paris,10/9/2014,15/11/2020,454.36
345812323496681,Christy,67779890022,Blantyre,15/4/2007,24/5/2006,248.61
345812323496682,Hope,61965338809,Philadelphia,9/2/2002,24/8/2018,82.83
345812323496683,Bibby,16133881737,Patna,9/3/2002,8/3/2005,533.74
345812323496684,Sue,74553312846,Ludhiana,18/10/2012,6/10/2011,781.39
345812323496685,Marjie,71694255187,Fukuoka,17/11/2004,10/12/2003,171.47
345812323496686,Anica,35400293554,Phoenix,9/7/2017,7/12/2005,691.67
345812323496687,Joeann,77491756477,Yogyakarta (city),8/1/2011,7/10/2004,883.53
345812323496688,Edith,23299150181,Phuket (city),18/9/2004,4/11/2015,500.14
345812323496689,Mariann,34418171516,Hanover,26/7/2002,14/3/2005,651.29
345812323496690,Corry,48417334666,Rio de Janeiro,15/12/2016,17/11/2007,615.51
345812323496691,Helsa,87390976931,San Francisco,22/11/2015,15/3/2000,16.65
345812323496692,Anestassia,87659122758,Bahía Blanca,18/9/2012,30/3/2020,205.15
345812323496693,Barbi,12870482037,Hanga Roa,11/9/2011,22/7/2020,334.62
345812323496694,Jerry,15256471601,Dakar,17/8/2013,20/7/2006,883.22
345812323496695,Rori,77667481104,Libreville,7/5/2020,16/5/2014,307.83
345812323496696,Gusty,91430533244,Yerevan,23/6/2001,14/10/2006,743.82
345812323496697,Kenna,35592157694,Kaliningrad,24/6/2003,11/2/2017,798.24
345812323496698,Moyna,53115153294,Sucre,23/5/2007,15/8/2006,764.66
345812323496699,Sissy,46074114847,Sucre,22/12/2000,3/3/2017,402.46
345812323496700,Luci,97854505494,Timbuktu,9/12/2006,7/1/2014,752.11
345812323496701,Max,97742382322,Toulouse,1/6/2000,16/1/2007,402.39
345812323496702,Lizzie,24059170930,Iquique,15/11/2010,23/11/2002,738.33
345812323496703,Taffy,92328769226,Doha,11/11/2007,14/2/2017,7.26
345812323496704,Angela,95934735854,Bissau,21/9/2004,17/4/2016,338.51
345812323496705,Caressa,63521858954,San José,26/8/2006,11/11/2020,317.16
345812323496706,Georgetta,97384040448,St. Louis,21/8/2016,19/3/2011,967.24
345812323496707,Jinny,26425024389,Bamako,28/4/2013,8/2/2010,371.39
345812323496708,Dania,21853507651,Salt Lake City,14/4/2015,4/2/2013,842.18
345812323496709,Katuscha,31180556634,Monrovia,25/1/2004,23/8/2002,501.05
345812323496710,Siana,30714179805,Lahore,4/11/2006,14/12/2004,888.98
345812323496711,Valera,41081587454,Pittsburgh,29/5/2002,10/10/2014,670.4
345812323496712,Claudina,40798474905,Dresden,3/10/2005,6/4/2020,834.47
345812323496713,Regina,41419111742,Samara,25/10/2005,25/8/2013,711.5
345812323496714,Janenna,47862137053,Vatican City,31/5/2014,7/1/2021,425.42
345812323496715,Sara-Ann,78973298337,Shenyang,13/9/2005,7/7/2004,309.36
345812323496716,Lulita,21294418349,Columbus,14/10/2015,2/11/2009,171.77
345812323496717,Carmencita,59418785128,Caracas,23/5/2002,16/12/2008,118.26
345812323496718,Larine,52539620877,Hargeisa,14/8/2018,15/6/2016,895.09
345812323496719,Bertine,57228908476,Guangzhou,8/6/2002,10/2/2007,67.8
345812323496720,Mamie,44457798858,Wonsan,5/12/2020,21/1/2003,83.1
345812323496721,Lizzie,12785125692,Malabo,8/3/2016,23/2/2001,897.85
345812323496722,Roseline,10587651248,Muscat,22/9/2007,14/10/2000,556.69
345812323496723,Katharina,51680348543,Saipan,10/5/2016,17/2/2010,654.84
345812323496724,Heida,91441378676,Dibrugarh,2/10/2009,12/12/2017,973.2
345812323496725,Renie,93245102170,Gaziantep,15/2/2017,25/1/2001,615.09
345812323496726,Adelle,80120871246,Montevideo,4/5/2010,21/12/2007,117.58
345812323496727,Sue,70958665199,Livingstone,20/8/2017,26/5/2002,660.03
345812323496728,Rani,42405642718,The Hague,4/10/2009,22/6/2003,817.05
345812323496729,Winny,51130332059,Zamboanga City,12/7/2018,5/9/2018,421.26
345812323496730,Desirae,15427077353,Shijiazhuang,24/3/2015,28/2/2015,512.67
345812323496731,Julieta,64249412775,Denpasar,16/3/2003,27/5/2014,578.93
345812323496732,Orsola,12393888225,Charlotte Amalie,24/7/2008,25/3/2010,749.26
345812323496733,Cathyleen,99955425879,Valdivia,19/10/2006,27/7/2016,698.81
345812323496734,Eadie,35916898650,Tegucigalpa,24/8/2003,5/11/2018,349.37
345812323496735,Madalyn,48780624782,Tampere,15/1/2013,12/2/2010,134.73
345812323496736,Kore,79380993906,Malé,29/9/2010,4/2/2011,422.34
345812323496737,Adore,95307757048,Colombo,25/1/2015,22/7/2010,106.57
345812323496738,Gilligan,96315388696,Changchun,21/9/2008,10/4/2012,448.12
345812323496739,Merry,92937247070,Cape Town,3/4/2012,31/10/2014,160.88
345812323496740,Kaja,70849280821,Busan,15/8/2004,23/1/2015,442.61
345812323496741,Gabi,69070448574,Austin,31/12/2000,12/4/2014,398.63
345812323496742,Kelly,22482367751,Rome,10/7/2013,4/7/2001,690.27
345812323496743,Lynea,20868370769,Chihuahua,13/1/2006,4/1/2014,504.2
345812323496744,Lulita,30716753549,Brazzaville,26/9/2013,29/1/2001,167.91
345812323496745,Lulita,54917116460,Manchester,12/3/2021,22/5/2013,616.47
345812323496746,Zondra,54736308062,Nakhon Ratchasima,21/4/2011,13/8/2008,903.54
345812323496747,Michaelina,97197817622,Nantes,3/12/2000,11/6/2017,6.09
345812323496748,Donnie,30195815353,Vienna,15/3/2020,2/10/2014,132.79
345812323496749,Rochette,39189975572,Ulan Bator,31/3/2005,14/6/2014,475.12
345812323496750,Allis,86254481564,Lanzhou,1/11/2016,9/4/2017,694.74
345812323496751,Aimil,32108299357,Malé,25/5/2001,9/1/2021,113.88
345812323496752,Corry,90746691476,Mogadishu,1/3/2011,28/11/2014,375.94
345812323496753,Linzy,41747656521,Liverpool,13/6/2013,4/10/2014,28.24
345812323496754,Binny,74522375144,Sarajevo,7/2/2016,23/11/2002,991.95
345812323496755,Rozele,92431316574,Honolulu,11/6/2019,15/6/2003,480.58
345812323496756,Elena,83393255282,Brazzaville,19/6/2012,23/5/2011,589.42
345812323496757,Nananne,65969366011,Gdańsk,13/1/2021,12/2/2006,410.46
345812323496758,Lizzie,94089414854,Bissau,8/4/2020,22/1/2020,183.67
345812323496759,Alisha,17928072263,Honiara,14/5/2009,7/10/2007,266.87
345812323496760,Ernesta,60510772480,Belém,25/10/2012,11/4/2015,956.54
345812323496761,Elie,48930494255,Saipan,26/4/2003,9/12/2003,743.96
345812323496762,Roslyn,50382979683,City of Halifax,26/6/2018,23/8/2005,103.73
345812323496763,Ann-Marie,94792612843,Tegucigalpa,27/2/2021,31/1/2010,745.76
345812323496764,Chickie,33698773931,Rockhampton,11/11/2009,4/3/2003,462.52
345812323496765,Juliane,17707535762,Taichung,6/9/2016,8/1/2012,739.39
345812323496766,Anestassia,14159378376,Simferopol,3/3/2016,10/1/2014,685.64
345812323496767,Carmencita,42375882273,Kunming,12/9/2019,14/11/2020,91.75
345812323496768,Melanie,60585050962,Seoul,12/5/2011,28/12/2020,126.5
345812323496769,Myriam,77619371384,Riyadh,6/9/2006,3/5/2010,381.82
345812323496770,Chickie,21874411910,Kuching,6/10/2005,14/12/2008,544.47
345812323496771,Kaja,37167728314,Malmö,15/10/2007,14/1/2020,931.6
345812323496772,Briney,83942512159,Ljubljana,25/10/2015,12/2/2014,18.99
345812323496773,Corina,34957721425,Semarang,28/1/2015,25/8/2003,725.19
345812323496774,Jaclyn,24785400924,San Francisco,13/11/2002,5/2/2012,76.99
345812323496775,Tybie,74334533519,Shijiazhuang,23/6/2000,22/3/2001,365.55
345812323496776,Elbertina,52398450896,Maracaibo,9/10/2000,9/2/2003,371.07
345812323496777,Catharine,75630271050,Medan,19/8/2008,21/6/2006,684.71
345812323496778,Sallie,21758326989,Chongjin,23/1/2001,14/2/2019,457.93
345812323496779,Justinn,92052512600,Guatemala City,29/5/2012,31/1/2006,501.13
345812323496780,Zondra,45912392972,Antofagasta,6/4/2012,10/4/2010,914.57
345812323496781,Annaliese,24000106738,Iquitos,7/1/2000,10/2/2004,539.48
345812323496782,Belinda,17046094872,City of Halifax,13/3/2002,3/6/2013,364.1
345812323496783,Siana,74994011645,Nairobi,3/1/2006,16/12/2001,869.39
345812323496784,Agathe,45116645722,Ouagadougou,30/1/2010,1/1/2016,669.88
345812323496785,Estell,92370289617,La Paz,17/2/2009,4/10/2018,659.45
345812323496786,Dominga,90335987967,Baku,13/8/2006,4/10/2018,707.23
345812323496787,Melisent,28258385889,Adana,22/8/2019,22/11/2007,333.54
345812323496788,Tamqrah,80562528849,Belém,10/7/2009,18/5/2002,915.41
345812323496789,Julieta,25815169659,Makassar,17/4/2018,21/11/2017,279.8
345812323496790,Mara,76954305914,Medina,4/10/2012,6/7/2003,708.84
345812323496791,Hannis,30440242621,Recife,7/12/2001,4/10/2005,241.58
345812323496792,Consuela,53312524812,Porto Alegre,30/8/2010,19/7/2019,821.9
345812323496793,Sue,84246193261,Raleigh,1/3/2019,29/7/2019,234.68
345812323496794,Dode,42985316257,Hanover,6/4/2008,13/3/2015,481.29
345812323496795,Andeee,68678802102,Bratsk,30/7/2015,14/1/2014,868.02
345812323496796,Alleen,70064733017,Konya,26/7/2019,13/5/2004,753.89
345812323496797,Charlena,70097085128,Barranquilla,22/8/2019,6/10/2019,870.68
345812323496798,Sadie,36618308582,Kingston,5/8/2009,21/4/2015,276.12
345812323496799,Roslyn,99184047585,Bogotá,23/12/2020,10/1/2003,389.12
345812323496800,Brena,21459909185,Guwahati,21/9/2020,14/12/2013,401.81
345812323496801,Elfreda,12317874374,Kharkiv,11/2/2003,19/4/2011,110.26
345812323496802,Zaria,49327295602,Santo Domingo,22/5/2002,24/6/2001,876.71
345812323496803,Tani,56474017606,Indianapolis,17/1/2005,7/3/2008,970.02
345812323496804,Adriana,57465583155,Karachi,15/8/2000,13/3/2017,156.11
345812323496805,Andree,33211396226,Assis,18/12/2003,28/3/2012,924.54
345812323496806,Kimmy,27783786168,Hobart,19/5/2002,11/12/2013,816.09
345812323496807,Maryellen,73363257783,Thiès,10/9/2008,25/4/2006,371.2
345812323496808,Dale,58549501219,Ibiza,7/10/2003,12/5/2017,676.69
345812323496809,Benita,57847994036,Marseille,13/10/2018,28/2/2006,624.43
345812323496810,Ernesta,74131963510,Gaziantep,11/3/2016,31/10/2013,106.67
345812323496811,Ofilia,37930823157,Valdivia,6/10/2004,16/1/2014,56.86
345812323496812,Edith,75984055856,Anadyr (town),26/3/2004,7/12/2008,529.04
345812323496813,Merry,97882778057,Málaga,8/1/2007,10/5/2017,208.73
345812323496814,Linet,77662334582,Sapporo,14/8/2007,24/7/2020,701.65
345812323496815,Paola,96201446971,Mwanza,14/3/2015,28/7/2005,299.94
345812323496816,Orelia,75275187586,Shigatse,1/10/2016,5/5/2009,492.27
345812323496817,Shandie,20103851909,Rockhampton,27/2/2012,16/7/2016,736.97
345812323496818,Drucie,31771224158,Fairbanks,5/11/2019,27/4/2001,84.4
345812323496819,Dominga,15987486688,Regina,4/12/2003,16/8/2016,167.6
345812323496820,Cristabel,87783536618,Nagoya,16/5/2016,22/3/2004,77.95
345812323496821,Nerta,61853157786,Houston,10/6/2018,28/7/2003,114.97
345812323496822,Tabbatha,72027400101,Addis Ababa,28/6/2017,6/10/2012,607.91
345812323496823,Janenna,81974283771,Macapá,25/9/2000,11/11/2003,298.63
345812323496824,Jasmina,56516270684,Pyongyang,29/7/2017,13/5/2018,987.64
345812323496825,Kenna,36960852075,Chittagong,12/9/2000,23/3/2000,447.35
345812323496826,Priscilla,25954491371,Ilhéus,14/12/2013,15/10/2006,39.32
345812323496827,Delilah,41129564791,Srinagar,20/10/2018,7/8/2012,299.88
345812323496828,Micheline,78261491185,Skopje,15/8/2005,10/2/2016,642.41
345812323496829,Nataline,42984217303,Juneau,14/12/2017,1/7/2013,727.36
345812323496830,Netty,58274542845,Surabaya,13/1/2009,26/3/2008,809.16
345812323496831,Lauryn,15270051974,Mbabane,16/9/2002,24/9/2006,984.78
345812323496832,Kathi,70837091197,Road Town,2/1/2012,13/9/2003,483.35
345812323496833,Inga,44373217833,Rio de Janeiro,6/11/2020,29/5/2001,572.93
345812323496834,Malina,74920129075,Damascus,2/11/2015,16/4/2003,689.43
345812323496835,Roslyn,55828494190,San Fernando,8/4/2014,12/5/2014,982.82
345812323496836,Ivett,38382153665,Sydney,25/2/2016,15/7/2014,778.41
345812323496837,Robbi,58458532864,Washington,16/12/2004,3/1/2007,41.06
345812323496838,Florie,98662403662,Hat Yai,24/1/2013,10/8/2005,714.02
345812323496839,Kerrin,64479003886,Winnipeg,6/4/2004,25/5/2008,730.18
345812323496840,Barbara,96821839156,Albuquerque,1/7/2018,21/4/2006,41.58
345812323496841,Suzette,19228995103,Caracas,3/1/2017,4/7/2007,595.03
345812323496842,Rebeca,24429250073,Bangkok,1/10/2008,7/8/2013,41.4
345812323496843,Ardenia,80493717346,Port Blair,22/7/2015,15/4/2008,834.3
345812323496844,Frances,95875282985,Taichung,10/6/2005,5/8/2000,720.67
345812323496845,Penelopa,18090545606,Nantes,16/5/2011,25/11/2012,763.12
345812323496846,Georgina,41823190114,Nassau,29/12/2003,9/5/2004,208.71
345812323496847,Mariele,40228735350,Rawalpindi,20/7/2001,25/10/2004,670.12
345812323496848,Sharai,65422085946,Tagbilaran,3/1/2013,14/7/2013,617.77
345812323496849,Allyce,97704623649,Jersey City,8/5/2013,5/3/2009,704.34
345812323496850,Basia,83906727027,Ibadan,7/3/2001,3/4/2000,704.02
345812323496851,Edee,23507866611,Hargeisa,1/6/2013,24/4/2017,858.16
345812323496852,Sadie,32620568352,Cairo,17/6/2003,7/12/2004,3.52
345812323496853,Gaylene,45931250495,Minsk,6/5/2013,21/8/2009,684.42
345812323496854,Alleen,82837730086,Athens,3/5/2013,23/10/2008,210.31
345812323496855,Libbie,79377620969,Taichung,6/12/2001,10/8/2018,222.86
345812323496856,Caressa,66915454892,Leeds,17/7/2019,24/2/2021,65.86
345812323496857,Corly,46636236361,Lisbon,6/5/2020,9/8/2019,597.89
345812323496858,Nollie,43805750525,Honolulu,4/12/2009,11/5/2020,193.88
345812323496859,Nannie,15808264535,Wonsan,24/3/2011,29/3/2015,731.77
345812323496860,Steffane,54770223768,Basra,19/3/2020,16/9/2012,661.09
345812323496861,Laure,75179827519,Palma,16/4/2019,17/9/2005,636.93
345812323496862,Regina,45569032912,Tampa,24/3/2010,13/1/2015,368.2
345812323496863,Anthia,82712549162,Johannesburg,17/9/2012,2/3/2000,516.83
345812323496864,Emmey,18595259590,Minneapolis,26/2/2006,14/12/2006,308.67
345812323496865,Barbara,24436852663,Jersey City,14/5/2004,10/3/2008,238.03
345812323496866,Dode,83881392321,Bangui,7/5/2013,10/4/2011,484.55
345812323496867,Cam,67021176477,Multan,31/1/2003,25/9/2008,855.93
345812323496868,Jinny,98992409323,Fort-de-France,20/3/2016,13/10/2016,677.25
345812323496869,Ezmeralda,21556907814,Yakutsk,6/9/2009,17/10/2007,90.81
345812323496870,Janey,14268517909,Quetzaltenango,7/11/2007,22/6/2019,679.6
345812323496871,Morganica,21285631289,Multan,12/5/2017,20/2/2019,567.25
345812323496872,Sabina,84499255471,Chuí,22/2/2014,13/12/2019,32.56
345812323496873,Fawne,62244117161,San Fernando,29/5/2011,5/12/2017,18.68
345812323496874,Jaime,96810372530,Toronto,20/1/2008,19/3/2012,978.7
345812323496875,Teddie,15238974115,Edinburgh,28/5/2017,23/8/2011,609.89
345812323496876,Althea,46529107361,Caracas,8/4/2007,18/3/2004,758.57
345812323496877,Minda,62874512768,Cali,4/11/2008,3/3/2002,483.61
345812323496878,Paola,18460366179,Ürümqi,9/6/2001,27/10/2003,995.99
345812323496879,Annecorinne,48013324273,Gangtok,23/9/2001,20/2/2019,265.36
345812323496880,Tori,57645178353,Tel Aviv,13/4/2013,11/5/2016,465.97
345812323496881,Myriam,65075368439,Belfast,7/6/2015,29/4/2019,708.49
345812323496882,Nessie,23265674860,Palma,9/8/2013,28/4/2003,990.84
345812323496883,Andree,68668267534,Indianapolis,26/10/2019,21/5/2008,383.84
345812323496884,Carlie,37272811210,Bogor,17/7/2012,30/3/2016,699.86
345812323496885,Tarra,42228387146,Tehran,16/1/2016,24/11/2012,628.4
345812323496886,Danny,35336874942,Rochester,12/11/2019,19/6/2020,511.35
345812323496887,Wanda,41568297979,San José,2/7/2001,16/9/2009,896.87
345812323496888,Minne,65655207289,Nice,20/1/2000,27/4/2014,698.91
345812323496889,Latisha,90858765553,Bucharest,2/4/2017,30/10/2020,662.33
345812323496890,Myrtice,85702196988,Guangzhou,9/12/2016,2/7/2002,221.58
345812323496891,Vonny,45616537669,Moscow,5/6/2000,30/11/2008,110.46
345812323496892,Jordan,43457807860,Ciudad del Este,16/2/2009,14/1/2006,26.48
345812323496893,Clary,94165138859,Perm,1/4/2007,3/8/2001,956.79
345812323496894,Maye,29516961074,Warsaw,25/7/2006,12/12/2003,821.01
345812323496895,Gertrud,63566112390,Paris,18/7/2007,14/1/2011,287.51
345812323496896,Adele,75391102609,Oranjestad,13/6/2001,2/4/2001,65.71
345812323496897,Coral,15125552500,Chiang Mai,22/10/2000,17/4/2012,648.85
345812323496898,Emilia,74342458480,Namangan,25/8/2008,19/12/2018,874.13
345812323496899,Binny,40564102231,Guatemala City,2/12/2013,18/10/2015,552.84
345812323496900,Katuscha,87347918124,Malacca Town,9/5/2019,20/9/2019,351.48
345812323496901,Rosene,22387005181,Houston,16/12/2010,28/5/2008,628.7
345812323496902,Audrie,72791227145,Portland,13/2/2004,10/5/2011,220.61
345812323496903,Brandise,70564935214,Mumbai,5/3/2014,28/12/2009,79.79
345812323496904,Anthia,49420436751,Roseau,23/7/2005,9/9/2009,295.96
345812323496905,Babita,99524435992,Cape Town,8/10/2012,21/12/2016,704.07
345812323496906,Ellette,11066685188,Arequipa,4/7/2001,14/5/2004,421.71
345812323496907,Lucille,66731897709,Bujumbura,14/7/2005,10/7/2015,229.06
345812323496908,Ninnetta,86313703865,Makassar,18/11/2002,4/12/2006,659.23
345812323496909,Zondra,97232142122,Doha,6/2/2020,8/7/2011,590
345812323496910,Wilma,38380411703,San Antonio,11/9/2014,11/5/2004,348
345812323496911,Sharlene,66864573921,Basse-Terre,28/8/2007,16/8/2005,900.16
345812323496912,Amelia,34176785715,Chongqing,19/5/2002,5/3/2007,232.07
345812323496913,Briney,54813200703,Darwin,28/9/2018,24/2/2002,675.85
345812323496914,Rori,73266817596,Chiang Mai,13/2/2001,15/7/2000,797.14
345812323496915,Giustina,97215698001,Nukuʻalofa,16/7/2005,8/1/2000,187.36
345812323496916,Lilith,65420349522,Aarhus,16/11/2015,14/2/2014,49.12
345812323496917,Flory,23175387680,Valdivia,10/9/2014,15/4/2005,186.86
345812323496918,Cam,85195565096,Thiès,18/12/2010,26/6/2011,209.93
345812323496919,Reeba,69329482505,Ciudad del Este,13/5/2001,9/2/2008,665.68
345812323496920,Jaime,52454974381,Ashgabat,6/10/2001,3/1/2016,552.8
345812323496921,Rhoda,22892417527,Mecca,25/7/2002,21/11/2011,849.49
345812323496922,Beatriz,92163435796,Dongguan,9/3/2012,13/7/2010,417.11
345812323496923,Oona,63252201135,Hilo,4/5/2004,24/12/2016,445.67
345812323496924,Alie,46998004418,Pittsburgh,22/7/2004,2/6/2007,510.47
345812323496925,Emylee,44371240348,Mandurah,5/12/2001,23/7/2011,395.4
345812323496926,Sashenka,48080732190,Pretoria,7/6/2003,11/12/2003,573.88
345812323496927,Iseabal,62870000870,Munich,18/5/2015,24/3/2009,766.14
345812323496928,Josephine,42214602410,St. John's,14/6/2000,7/1/2011,945.63
345812323496929,Bertine,54870114696,Ibiza,8/1/2005,16/9/2003,912.58
345812323496930,June,57498084570,Libreville,23/5/2003,25/10/2003,729.29
345812323496931,Meghann,54575110709,Antwerp,27/4/2016,7/3/2005,320.85
345812323496932,Frieda,73525398742,Bulawayo,25/7/2015,24/11/2020,476.17
345812323496933,Belva,47050853200,Madrid,9/4/2012,16/12/2007,913.41
345812323496934,Ronna,84303044821,Yakutsk,28/10/2011,15/8/2015,721.06
345812323496935,Albertina,14840571653,Split (city),25/1/2008,30/4/2017,17.16
345812323496936,Amara,17468623943,Francistown,20/12/2005,12/3/2015,632.08
345812323496937,Reeba,38319916698,New Delhi,12/3/2018,24/3/2020,468.63
345812323496938,Fayre,77235984672,Kuwait City,2/1/2000,16/6/2014,704.74
345812323496939,Althea,45942222717,Leipzig,7/2/2019,20/7/2018,978.19
345812323496940,Antonietta,82293075589,Whitehorse,11/7/2020,23/11/2007,812.07
345812323496941,Lizzie,32380738691,Birkirkara,26/1/2021,17/8/2012,272.06
345812323496942,Deloria,51110811168,Vilnius,30/7/2020,8/3/2014,352.67
345812323496943,Keelia,74826568388,Nanjing,24/4/2019,29/12/2020,411.67
345812323496944,Christian,37024620471,Rochester,3/2/2019,27/6/2018,372.26
345812323496945,Ida,95427848937,Helsinki,5/10/2003,4/2/2006,173.21
345812323496946,Ursulina,11562388873,Dodoma,11/2/2016,9/7/2004,651.44
345812323496947,Ninnetta,80472645693,Bergen,26/8/2004,24/1/2017,246.75
345812323496948,Annora,11180347295,Vatican City,8/11/2007,1/6/2000,649.68
345812323496949,Camile,17557035943,Barcelona,28/11/2015,18/6/2013,506.94
345812323496950,Celisse,57371806583,Novosibirsk,18/8/2010,8/10/2020,305.09
345812323496951,Marnia,94242559001,Boa Vista,11/11/2009,10/2/2014,447.12
345812323496952,Alexine,54224939481,Rawalpindi,9/9/2008,15/12/2007,767.57
345812323496953,Liana,84987983138,Anchorage,24/4/2005,7/6/2011,292.92
345812323496954,Maurene,32748528211,Maputo,24/1/2017,17/11/2005,283.23
345812323496955,Darci,73705767213,Mogadishu,31/12/2012,21/12/2016,947.57
345812323496956,Cindelyn,64745404691,Oslo,7/9/2013,7/3/2021,499.17
345812323496957,Oona,67855038393,Milan,7/12/2004,25/8/2012,663.24
345812323496958,Jordan,89237920911,Chongjin,10/10/2004,2/2/2017,692.21
345812323496959,Fanchon,93970569794,Srinagar,27/5/2008,6/7/2006,101.89
345812323496960,Carmencita,37898495419,Cork (city),16/12/2003,24/2/2017,502.33
345812323496961,Veda,43075638355,Basra,13/1/2011,4/7/2004,205.13
345812323496962,Darci,60595313065,Forked River,18/2/2005,23/3/2014,322.4
345812323496963,Tybie,81370516552,Auckland,25/9/2005,6/11/2002,401.46
345812323496964,Tamqrah,79554728451,Asunción,4/9/2018,9/5/2007,421.55
345812323496965,Nataline,79865943310,Córdoba,27/5/2008,14/7/2004,83.9
345812323496966,Kylynn,21319607630,Austin,8/9/2001,21/12/2014,842.97
345812323496967,Sarette,69168812891,Dubai,25/11/2009,14/6/2012,130.11
345812323496968,Felice,82228681083,Rawalpindi,4/2/2019,29/10/2009,433.15
345812323496969,Deloria,86996372252,Juneau,2/10/2009,15/1/2011,828.9
345812323496970,Sashenka,19910134495,São José dos Campos,8/7/2006,2/7/2004,537.57
345812323496971,Millie,27577688764,Santiago de Cuba,26/2/2004,22/6/2013,550.56
345812323496972,Clary,89720732534,Kiev,1/8/2012,14/2/2018,762.94
345812323496973,Harmonia,11153708796,Barranquilla,25/3/2011,24/10/2011,320.1
345812323496974,Malina,33124055551,Fredericton,20/9/2018,31/12/2004,265.21
345812323496975,Olivette,70001509636,Tskhinvali,9/7/2014,14/8/2014,338.53
345812323496976,Fernande,47799483252,Colombo,9/3/2016,9/11/2013,949.96
